33715480919,INTERNATIONAL QUALITY SURVEYOR,ACACNINS00,,,,
33715481109,CEDRA S.A.,ACACNINN00,,,,
33715481419,VALSES DORADOS S.R.L.,ACACNINS00,,,,
33715481559,SORIA JMI LOGISTICA Y DISTRIBU,ACACNINS00,,,,
33715481729,OCEL ELEVADORES S.R.L.,ACACNINS00,,,,
33715482229,ARGAMA SRL,ACACNINS00,,,,
33715482539,COOPERATIVA DE TRABAJO NUESTRA,ACACNINN00,,,,
33715482679,MKL CONSULTORA S.A.,ACACNINN00,,,,
33715482709,PRODI SA,ACACNINS00,,,,
33715482849,IGSABEGA S.A.,ACACNINS00,,,,
33715482989,LANGE & DI TULLIO SRL,ACACNINN00,,,,
33715483349,DEANDREIS GROUPE ASOCIACION SI,NIACNINS00,,,,
33715483519,SERVICIO ADMINISTRATIVO DE ACC,EXNANINN00,,,,
33715483829,FIDEICOMISO SARMIENTO,NCACNINN00,,,,
33715483969,EXIN S.R.L.,ACACNINS00,,,,
33715484299,FIDEICOMISO INMOBILIARIO SALDI,ACACNINN00,,,,
33715484329,GRUPO RAR S.R.L,ACACNINS00,,,,
33715484639,INCLUSION SA,ACACNINN00,,,,
33715484779,FIDEICOMISO DE ADMINISTRACION,NCACNINN00,,,,
33715485139,AGRO BACUA SRL,ACACNINN00,,,,
33715485309,DISAO S.R.L.,ACACNINS00,,,,
33715485449,DAN-SER SRL,ACACNINS00,,,,
33715485759,GENERG S.R.L.,ACACNINN00,,,,
33715485899,SPORT RODANO S.A.,ACACNINN00,,,,
33715486089,ANAHIL S.A.,ACACNINN00,,,,
33715486119,INSTAIRLAB SRL,ACACNINN00,,,,
33715486259,PERRONE EZEQUIEL ADRIAN Y PERR,NIACNINN00,,,,
33715486399,SANCHEZ,JOSE, LOPEZ CRUZ,FRANC,NIACNINS00,
33715486569,CONSORCIO EDIFICIO KATINA - ES,NIEXNINN00,,,,
33715486739,XUBOX S.A.,ACACNINN00,,,,
33715486879,DECOLIDER SA,ACACNINS00,,,,
33715486909,MS CORRALON DE MATERIALES CHIV,ACACNINS00,,,,
33715487069,CONSTRUCCIONES DEL PACIFICO S.,ACACNINN00,,,,
33715487239,HC DIGITAL S.R.L,ACACNINN00,,,,
33715487549,CONSTRUCCIONES ELECTROMECANICA,NCACNINN00,,,,
33715487689,PISTOIA S.A.,ACACNINS00,,,,
33715487719,BOCE SRL,ACACNINS00,,,,
33715487859,EXTREMO IMPORTA SRL,ACACNINN00,,,,
33715488049,TECNOBRA S.A.,ACACNINN00,,,,
33715488499,M & A GROUPS SRL,ACACNINN00,,,,
33715488529,VIENTOS CHOELE I S.A.,ACACNINN00,,,,
33715488669,LARROZA SERGIO Y COLMAN LUCIAN,NIACNINN00,,,,
33715488839,FRUTIHORTICOLA SU HUERTA S.R.L,ACACNINN00,,,,
33715488979,GENESIS TEXTIL S.R.L.,ACACNINS00,,,,
33715489339,FIDEICOMISO EDIFICA VILLAGUAY,ACACNINS00,,,,
33715489789,FIDEICOMISO DE ADMINISTRACION,NCACNINN00,,,,
33715489819,INLABRO S.R.L,ACACNINS00,,,,
33715490019,EMPRARQ SRL,NINININS00,,,,
33715490159,HUMBERTO PEDRO DIEZ, GERMAN JO,NIACNINS00,,,
33715490469,GENERAL ELECTRIC GLOBAL SERVIC,ACACNINN00,,,,
33715490639,GUILISASTI RAQUEL LUCRECIA Y B,NIACNINN00,,,,
33715490779,INMEDIATIVE SRL,ACACNINN00,,,,
33715491139,GRVPPE LATAM S.R.L.,ACACNINN00,,,,
33715491279,FIDEICOMISO FINANCIERO MILA XV,ACEXNINN00,,,,
33715491309,CONDOMINIO PLANO DARIO Y PLANO,NIACNINN00,,,,
33715491619,SARMIENTO CECILIA, BELELLI ANA,NIACNINN00,,,
33715491759,REGIUS ENERGIA S.A. EN FORMACI,ACACNINS00,,,,
33715492089,GPS PREVENCION S.R.L.,ACACNINS00,,,,
33715492259,FLYSCA AVIATION S.R.L.,ACACNINN00,,,,
33715492739,ESPACIO SALUD VERACRUZ S.A.,ACACNINN00,,,,
33715492909,EL TIO RAVIOLI DE JUAN CARLOS,NIACNINS00,,,,
33715493379,FITCH Y KIKA SRL,ACACNINS00,,,,
33715493549,ESTUDIO EDUARDO SCHMILOVICH S.,ACACNINN00,,,,
33715494189,GRECH S.R.L,ACACNINS00,,,,
33715494219,PAMPESALTA S.R.L.,ACACNINS00,,,,
33715494359,SOCCER COLORS SRL,ACACNINS00,,,,
33715494499,GUSTAVO HIGINIO BLANCO Y ALFRE,NIACNINS00,,,,
33715494529,NORDEX WINDPOWER S.A.,ACACNINS00,,,,
33715495029,ASOCIACION CIVIL RIOJANA DE HA,ACEXNINN00,,,,
33715495339,ALMACEN SOCIAL S.R.L.,ACACNINS00,,,,
33715495819,INGENIERIA ARMAR SRL,ACACNINS00,,,,
33715495959,KOKANKOGYO S.A.,ACACNINS00,,,,
33715496009,FIDEICOMISO LOTEO MAGGI,NCACNINN00,,,,
33715496629,MARMIAS CONSORCIO DE COOPERACI,NCACNINN00,,,,
33715496769,SAIARA S.R.L.,ACACNINS00,,,,
33715497129,FR SERVICIOS AGROPECUARIOS,NIACNINN00,,,,
33715497269,CEPRIN S.R.L.,ACACNINN00,,,,
33715497579,FUNDACION CURAR,EXEXNINN00,,,,
33715497609,CUIDADOS INTEGRALES SANITARIOS,ACACNINS00,,,,
33715497919,JESANT S.A.,ACACNINS00,,,,
33715498109,VIVIR GAFAS SOCIEDAD DE LA LEY,ACACNINS00,,,,
33715498389,LA CARPINTERIA DE TRISTANT EDU,NIACNINN00,,,,
33715498559,CACAO BURO S.R.L.,ACACNINS00,,,,
33715498729,GEJACK S.A,ACACNINS00,,,,
33715498869,MERITOS DE ESPOSITO HUGO JORGE,NIACNINS00,,,,
33715499059,ASOCIACION CIVIL TREKK&BIKE,ACEXNINN00,,,,
33715499229,BUENAS COSTUMBRES DE ROUDE AND,NIACNINN00,,,,
33715499539,HECHANGAU SRL,ACACNINN00,,,,
33715499679,PARTS TRADING S.A.,ACACNINN00,,,,
33715499709,FIDEICOMISO FAMILIA R. P. AIRA,ACACNINN00,,,,
33715500049,FIDEICOMISO EDIFICIO PAZ 1133,NCACNINN00,,,,
33715500219,RVA CONSTRUCCIONES SRL,ACACNINS00,,,,
33715500529,SUPER EL IDEAL S.R.L.,ACACNINN00,,,,
33715500669,TELAS LAFAYETTE DE ARGENTINA S,ACACNINN00,,,,
33715500839,DI LISCIA NORBERTO GABRIEL Y B,NIACNINN00,,,,
33715500979,SFC CONSTRUCCIONES S.R.L.,ACACNINS00,,,,
33715501029,KANOVA DANCE SRL,ACACNINS00,,,,
33715501339,FRASCAROLI BIKES SOCIEDAD DE R,ACACNINS00,,,,
33715501479,LUCA LOGISTICA Y TRANSPORTES S,ACACNINS00,,,,
33715501509,PRIMO CONTENTS S.R.L.,ACACNINS00,,,,
33715501649,VIVIANA MATILDE GALARDI, GRACI,NIACNINN00,,,
33715502009,FUNDACION JUNTOS A LA PAR,EXEXNINN00,,,,
33715502319,VANINA GIOVINI Y ANDREA JUNEMA,NIACNINN00,,,,
33715502459,GALLARDO 140 S.A.,ACACNINN00,,,,
33715502629,LONERA GARAY SRL,ACACNINS00,,,,
33715502769,CHACHINGO CRAFT BEER SOCIEDAD,ACACNINS00,,,,
33715503129,ABASTECEDORA CONVICCION S.A.,ACACNINN00,,,,
33715503269,OMEGAMIX SOCIEDAD ANONIMA,ACACNINN00,,,,
33715503439,ESTUDIO MAMM S.R.L.,ACACNINN00,,,,
33715503749,BARRIOS & BLAKSLEY S.R.L.,ACACNINS00,,,,
33715504109,ASOCIACION CIVIL Y CENTRO DE P,ACEXNINN00,,,,
33715504249,REMITEE S.A.,ACACNINN00,,,,
33715504389,BESTFAR FIORITO SOCIEDAD EN CO,ACACNINS00,,,,
33715504419,CREP FILMS S.R.L.,ACACNINS00,,,,
33715504559,PDF GROUP SRL,ACACNINS00,,,,
33715504699,SYBAC SOLAR ARGENTINA SOCIEDAD,ACACNINN00,,,,
33715504869,DIALAMBRU S.R.L,ACACNINN00,,,,
33715505199,SOLARES DEL NEUQUEN SA,ACACNINN00,,,,
33715505539,ESPACIO R.M. S.R.L.,ACACNINN00,,,,
33715505679,BOMBON ARGENTINA S.A.,ACACNINN00,,,,
33715505709,RECURSOS NATURALES TRELAND S.R,ACACNINS00,,,,
33715505849,COOPERATIVA DE TRABAJO LACTEOS,ACACNINN00,,,,
33715506179,FUNDACION LA VICTORIA,ACEXNINN00,,,,
33715506349,HELLO BRAND SA,ACACNINS00,,,,
33715506489,SEJIMA TECNOLOGIA S.R.L.,ACACNINN00,,,,
33715506519,COOPERATIVA DE TRABAJO OBRERA,EXACNINN00,,,,
33715506829,TANDEM HOTELES S.A.,ACACNINS00,,,,
33715506969,GRENERGY ATLANTIC S.A.U.,ACACNINS00,,,,
33715507019,URBANOTECNIA S.A.,ACACNINS00,,,,
33715507159,CONDOMINIO DE IPOTENESI MAXIMI,NIACNINN00,,,,
33715507299,LAS PIEDRITAS S.R.L.,ACACNINN00,,,,
33715507469,ESCOCAL SOCIEDAD ANONIMA,ACACNINN00,,,,
33715507639,GREEN & RED NEGOCIOS AGROPECUA,ACACNINS00,,,,
33715507779,GOLIATH S.R.L.,ACACNINS00,,,,
33715508279,CONSTRUCCIONES Y MONTAJES MYF,ACACNINS00,,,,
33715508309,SITIAN GROUP S.R.L.,ACACNINS00,,,,
33715508449,SISTEMA CONSTRUCTIVO VELOX SA,ACACNINN00,,,,
33715508759,CONDOMINIODEMEINERORUBENEDUARD,NIEXNINN00,,,,
33715508899,AULETTESI S.A.,ACACNINS00,,,,
33715508929,ASOCIACION MUTUAL DE ESTUDIANT,ACEXNINN00,,,,
33715509119,ZEITAKU SA,ACACNINS00,,,,
33715509259,MODUMOVIL SRL,ACACNINN00,,,,
33715509879,COOPERATIVA POR UNA CIUDAD MEJ,NIEXNINN00,,,,
33715510079,CUENCA MYRIAM NORA Y ARGAÑARAZ,NIACNINN00,,,,
33715510109,SOFTWARE CAD - CAM SRL,ACACNINS00,,,,
33715510249,ASOCIACION MUTUAL BOREAL,EXEXNINN00,,,,
33715510389,METALURGICA LAFALCE S.A.,ACACNINS00,,,,
33715510419,CENTRO ARQUEOLOGICO HISTORICO,ACNININN00,,,,
33715510699,GRUPO CARREIRA S.A.,ACACNINN00,,,,
33715510729,CONSORCIO TERRADA 3277,NINININS00,,,,
33715511369,L Y L CONSTRUCCIONES SRL,ACACNINS00,,,,
33715511539,SERVICIOS METALURGICOS OMAR S.,ACACNINS00,,,,
33715511679,TGP QUALITY S.A.,ACACNINS00,,,,
33715511709,FERRARI VERONICA ESTER Y FERNA,ACEXNINN00,,,,
33715511989,DUBIUM S.A.,ACACNINN00,,,,
33715512039,FIDEICOMISO AGRICOLA EL AMANEC,NCACNINN00,,,,
33715512179,FUNDACION UNO EN MAS,EXEXNINN00,,,,
33715512209,CAIAZZA MELISA Y RODRIGUEZ ROM,NIACNINS00,,,,
33715512519,CHOQUE VICTOR Y JALDIN ZURITA,NIACNINS00,,,,
33715512799,NEHUEN TRADE S.A.,ACACNINN00,,,,
33715512829,CORDON ANDINO S.A,ACACNINS00,,,,
33715512969,CARBINO S.R.L.,ACACNINS00,,,,
33715513019,LOS CHECHENOS S.R.L.,ACACNINS00,,,,
33715513159,GM GASTRONOMIA S.R.L.,ACACNINS00,,,,
33715513469,BMT SALUD SRL,ACACNINN00,,,,
33715513639,MONTI CRISTIAN LEANDRO, SOLOET,NIACNINN00,,,
33715513779,FUNDACION ACTITUD SOLIDARIA,EXEXNINN00,,,,
33715513809,CUERVO M., JAKAB J. Y SANTECCH,NIACNINS00,,,
33715514309,TESORINA SRL,ACACNINN00,,,,
33715514449,CENTRO DE CONTRATACIONES-ASOCI,EXEXNINN00,,,,
33715514619,SETUBAL DEPORTES S.A.,ACACNINS00,,,,
33715514759,ALTERNATIVAS INTELIGENTES S.A.,ACACNINS00,,,,
33715515089,SATIS S.R.L.,ACACNINS00,,,,
33715515569,LEVALLE SOLAR S.A,ACACNINN00,,,,
33715515879,DABEN SRL,ACACNINS00,,,,
33715516239,CONTENEDORES NICO S.R.L.,ACACNINS00,,,,
33715516379,PACTO DE AMOR,ACEXNINN00,,,,
33715516409,ESPACIO ARGENTINO SRL,ACACNINN00,,,,
33715516689,TOSCANA SRL,ACACNINS00,,,,
33715516719,CONCEPVAL S.A.,ACACNINS00,,,,
33715517189,CVG E HIJA SRL,ACACNINS00,,,,
33715517529,CENTRO DE JUBILADOS Y PENSIONA,ACEXNINS00,,,,
33715517669,ESPINOZA SQUEF SA,ACACNINN00,,,,
33715517839,CARLOS G. CANESE Y CRISTINA B.,NIACNINN00,,,,
33715517979,AGROSERVICIOS LEONES SOCIEDAD,ACACNINN00,,,,
33715518029,FIDEICOMISO JARAMILLO 1617 C.A,ACACNINN00,,,,
33715518169,FIDEICOMISO FINANCIERO CRESCER,ACEXNINN00,,,,
33715518339,MAJOY SRL,ACACNINS00,,,,
33715518479,BRILENCOS S.A.,ACACNINS00,,,,
33715518649,TORVELU S.A.,ACACNINN00,,,,
33715518789,A.B.L. ASOCIACION DE BOXEO DE,EXEXNINN00,,,,
33715518819,FUNDACION ALAS DE LAS YUNGAS,ACEXNINN00,,,,
33715519459,FLY CHALLENGER S.A.,ACACNINN00,,,,
33715519599,SONKEI S.A.,ACACNINN00,,,,
33715519939,NECOESTIBA SRL,ACACNINS00,,,,
33715520309,AGROVIAL ARGENTINA SRL,ACACNINN00,,,,
33715520449,MADARIAGA SEBASTIAN BLAS, CORN,NIACNINS00,,,
33715520589,A & C AGRO-SERVICIOS S.R.L.,ACACNINN00,,,,
33715520619,ASOCIACION CIVIL CON PERSONERI,EXEXNINN00,,,,
33715520759,PROTAGONISTA DEL INTERIOR S.R.,ACACNINN00,,,,
33715520899,SAN PATRICIO SRL,ACACNINN00,,,,
33715521259,ARIDOS LA MAIELLA S.A.,ACACNINN00,,,,
33715521569,HANAQ ARGENTINA S.A.,ACACNINS00,,,,
33715521879,0.A.S. MONTAJES ELECTRICOS S.R,ACACNINN00,,,,
33715521909,MILLENNIUM ARGENTINA SRL,ACACNINN00,,,,
33715522069,SABORES RUTEROS S.A.,ACACNINN00,,,,
33715522549,TY DESARROLLOS S.A.,ACACNINS00,,,,
33715522689,FELIZA CULTURA ARCOIRIS S.R.L.,ACACNINN00,,,,
33715522719,ABSOLUTA S.R.L.,ACACNINS00,,,,
33715522999,COLECTIVIDAD MONTENEGRINA DE B,NIEXNINN00,,,,
33715523189,ORBITAL VIAJES Y TURISMO SOCIE,ACACNINS00,,,,
33715523219,FUNDACION MUJERES DE LA PATRIA,EXEXNINN00,,,,
33715523499,GRUPO CESTFINI S.A.,ACACNINS00,,,,
33715523839,AMORE SOCIEDAD DE RESPONSABILI,ACACNINS00,,,,
33715523979,MALTI HECTOR DANIEL Y MALTI GU,NIACNINN00,,,,
33715524029,MDC COMPANY S.A.,ACACNINS00,,,,
33715524479,TAIKEN CONSTRUCCIONES S.A.,ACACNINS00,,,,
33715524649,OSTEC ENERGY S.R.L.,ACACNINS00,,,,
33715524789,CONDOMINIO JAVIER URIARTE, FLO,NIACNINN00,,,
33715524959,COOPERATIVA TAÑI TUE DE VIVIEN,EXEXNINN00,,,,
33715525009,INKAPAYMENTS S.A.,ACACNINS00,,,,
33715525319,CREATIVE DREAMS SA,ACACNINN00,,,,
33715525459,INTELMA S.A.,ACACNINN00,,,,
33715525599,LOS CAMINANTES SRL,ACACNINS00,,,,
33715525629,CONSORCIO DE PROPIEDAD HORIZON,NIEXNINS00,,,,
33715526099,EM. VER. S.R.L.,ACACNINS00,,,,
33715526129,PROSOL S.R.L.,ACACNINN00,,,,
33715526609,ASOCIACION MUTUAL DE EMPLEADOS,ACEXNINN00,,,,
33715526749,PREVEN CONSULTORES S.R.L,ACACNINS00,,,,
33715526889,JPC OBRAS Y PROYECTOS S.A.,ACACNINS00,,,,
33715526919,GRUPO WEST SA,ACACNINS00,,,,
33715527249,SAMMLER S.A.,ACACNINN00,,,,
